"Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","CsMchSD","HsMchSD","CrMchSD","HrMchSD","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","Filename","Plot","Species","Sample","Filename_date","Timestamp","Comments"
1,"15:09:39",175.5,0,2.22,0.0177,192,0.22,1.2,24.88,6,1.42,1,2.84,20.87,24.88,20.07,402.79,400.02,19.601,19.86,78.02,79.04,500.6,1999,0,98.54,-5.18,0.0655,0.0214,0.00919,0.0263,0.00643,1,-0.22,2.74,1,0,0.16,111115,"A01E_acpe_01_08022018","A01E","acpe","01","08022018",2018-08-02 15:06:58,"15:07:05 in NE #2784; "
3,"15:37:29",181.5,0,0.301,0.00598,312,0.0766,1.23,24.98,6,1.42,1,2.84,21.51,24.98,20.05,400.27,399.87,19.664,19.754,75.18,75.52,499.4,1999,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_01_07242018","D02E","pist","01","07242018",2018-07-24 15:34:39,"15:34:46 near NE; "
4,"15:37:30",182.5,0,0.269,0.0059,319,0.0753,1.23,24.96,6,1.42,1,2.84,21.52,24.96,20.05,400.25,399.89,19.666,19.755,75.18,75.52,499.4,1999,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_01_07242018","D02E","pist","01","07242018",2018-07-24 15:34:39,"15:34:46 near NE; "
5,"15:37:31",184,0,0.231,0.00585,329,0.0748,1.23,24.97,6,1.42,1,2.84,21.52,24.97,20.05,400.2,399.89,19.666,19.754,75.18,75.52,499.4,1999,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_01_07242018","D02E","pist","01","07242018",2018-07-24 15:34:39,"15:34:46 near NE; "
1,"15:44:55",287.5,0,-0.0113,0.00528,395,0.0703,1.28,25.18,6,1.42,1,2.84,21.48,25.18,20.05,399.94,399.92,19.543,19.626,74.89,75.2,499.6,2001,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,0.7,-0.22,2.74,1,0,0.16,111115,"D02E_pist_02_07242018","D02E","pist","02","07242018",2018-07-24 15:40:14,"15:40:23 in SE #325; "
2,"15:44:56",289,0,-0.00944,0.00546,394,0.0725,1.28,25.15,6,1.42,1,2.84,21.48,25.15,20.05,399.94,399.92,19.539,19.624,74.87,75.2,499.3,2001,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,0.7,-0.22,2.74,1,0,0.16,111115,"D02E_pist_02_07242018","D02E","pist","02","07242018",2018-07-24 15:40:14,"15:40:23 in SE #325; "
3,"15:44:57",290,0,0.00665,0.00545,390,0.0725,1.28,25.15,6,1.42,1,2.84,21.48,25.15,20.05,399.94,399.89,19.537,19.622,74.86,75.19,499.2,2001,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_02_07242018","D02E","pist","02","07242018",2018-07-24 15:40:14,"15:40:23 in SE #325; "
4,"15:44:58",291,0,0.00632,0.0053,390,0.0704,1.28,25.16,6,1.42,1,2.84,21.48,25.16,20.05,399.9,399.86,19.537,19.62,74.86,75.17,499.2,2001,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_02_07242018","D02E","pist","02","07242018",2018-07-24 15:40:14,"15:40:23 in SE #325; "
5,"15:45:00",292,0,0.057,0.00521,374,0.0693,1.28,25.16,6,1.42,1,2.84,21.48,25.16,20.05,399.93,399.83,19.538,19.619,74.86,75.18,499.2,2001,0,98.48,-0.815,0.299,0.0176,0.00653,0.0324,0.00629,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_02_07242018","D02E","pist","02","07242018",2018-07-24 15:40:14,"15:40:23 in SE #325; "
1,"16:31:14",249,0,0.417,0.0036,208,0.0428,1.14,24.87,6,1.42,1,2.84,21.49,24.87,20.05,400.37,399.85,20.387,20.438,78.06,78.25,499.5,2001,0,98.46,-1.4,0.293,0.107,0.00133,0.124,0.00198,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_03_07242018","D02E","pist","03","07242018",2018-07-24 16:27:34,"16:27:41 in NW; "
2,"16:31:15",250,0,0.403,0.00363,216,0.0432,1.14,24.86,6,1.42,1,2.84,21.49,24.86,20.05,400.39,399.88,20.387,20.438,78.05,78.25,499.6,2000,0,98.46,-1.4,0.293,0.107,0.00133,0.124,0.00198,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_03_07242018","D02E","pist","03","07242018",2018-07-24 16:27:34,"16:27:41 in NW; "
3,"16:31:16",251,0,0.416,0.00357,207,0.0425,1.14,24.87,6,1.42,1,2.84,21.49,24.87,20.05,400.43,399.91,20.387,20.437,78.05,78.24,499.5,2000,0,98.46,-1.4,0.293,0.107,0.00133,0.124,0.00198,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_03_07242018","D02E","pist","03","07242018",2018-07-24 16:27:34,"16:27:41 in NW; "
4,"16:31:17",252,0,0.425,0.00371,211,0.0443,1.15,24.89,6,1.42,1,2.84,21.49,24.89,20.05,400.46,399.93,20.386,20.438,78.04,78.24,499.3,2000,0,98.46,-1.4,0.293,0.107,0.00133,0.124,0.00198,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_03_07242018","D02E","pist","03","07242018",2018-07-24 16:27:34,"16:27:41 in NW; "
5,"16:31:18",252.5,0,0.427,0.00368,209,0.0441,1.15,24.9,6,1.42,1,2.84,21.49,24.9,20.05,400.47,399.94,20.387,20.439,78.05,78.24,499.2,2000,0,98.46,-1.4,0.293,0.107,0.00133,0.124,0.00198,1,-0.22,2.74,1,0,0.16,111115,"D02E_pist_03_07242018","D02E","pist","03","07242018",2018-07-24 16:27:34,"16:27:41 in NW; "
1,"09:56:15",212.5,0,4.56,0.0772,296,0.98,1.25,25,6,1.42,1,2.84,21.06,25,20.06,405.98,400.04,18.375,19.527,72.35,76.89,500.4,1999,0,98.63,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_01_07252018","D02W","acru","01","07252018",2018-07-25 09:52:53,"09:52:58 near NE; "
2,"09:56:16",213.5,0,4.6,0.0768,295,0.978,1.26,25.01,6,1.42,1,2.84,21.06,25.01,20.06,406.02,400.03,18.376,19.525,72.35,76.88,500.4,1999,0,98.63,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_01_07252018","D02W","acru","01","07252018",2018-07-25 09:52:53,"09:52:58 near NE; "
3,"09:56:17",214.5,0,4.56,0.0768,295,0.979,1.26,25.02,6,1.42,1,2.84,21.06,25.02,20.06,405.97,400.03,18.376,19.527,72.35,76.88,500.4,1999,0,98.63,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_01_07252018","D02W","acru","01","07252018",2018-07-25 09:52:53,"09:52:58 near NE; "
4,"09:56:18",215.5,0,4.53,0.0771,296,0.98,1.26,25.01,6,1.42,1,2.84,21.06,25.01,20.06,405.89,399.98,18.375,19.527,72.34,76.88,500.4,1999,0,98.63,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_01_07252018","D02W","acru","01","07252018",2018-07-25 09:52:53,"09:52:58 near NE; "
5,"09:56:19",216.5,0,4.57,0.0768,295,0.979,1.26,25.02,6,1.42,1,2.84,21.06,25.02,20.06,405.91,399.96,18.377,19.528,72.35,76.88,500.3,1999,0,98.63,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_01_07252018","D02W","acru","01","07252018",2018-07-25 09:52:53,"09:52:58 near NE; "
1,"10:31:10",295,0,4.52,0.0617,274,0.719,1.14,25.16,6,1.42,1,2.84,21.26,25.16,20.06,405.72,399.95,20.108,20.952,78.2,81.49,500.3,2000,0,98.63,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_02_07252018","D02W","acru","02","07252018",2018-07-25 10:26:51,"10:27:02 near SW; "
2,"10:31:11",296,0,4.57,0.062,274,0.723,1.14,25.16,6,1.42,1,2.84,21.26,25.16,20.06,405.75,399.93,20.104,20.954,78.19,81.49,500.2,2000,0,98.63,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_02_07252018","D02W","acru","02","07252018",2018-07-25 10:26:51,"10:27:02 near SW; "
3,"10:31:12",297,0,4.54,0.0619,274,0.722,1.14,25.16,6,1.42,1,2.84,21.26,25.16,20.06,405.76,399.97,20.109,20.956,78.21,81.51,500.2,2000,0,98.63,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_02_07252018","D02W","acru","02","07252018",2018-07-25 10:26:51,"10:27:02 near SW; "
4,"10:31:13",298,0,4.51,0.0619,275,0.722,1.14,25.16,6,1.42,1,2.84,21.26,25.16,20.06,405.74,399.99,20.108,20.956,78.21,81.51,500.3,2000,0,98.63,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_02_07252018","D02W","acru","02","07252018",2018-07-25 10:26:51,"10:27:02 near SW; "
5,"10:31:14",299,0,4.49,0.0619,275,0.723,1.15,25.17,6,1.42,1,2.84,21.26,25.17,20.05,405.7,399.97,20.107,20.956,78.2,81.51,500.3,2000,0,98.63,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_acru_02_07252018","D02W","acru","02","07252018",2018-07-25 10:26:51,"10:27:02 near SW; "
1,"09:46:01",446.5,0,3.63,0.0512,278,0.61,1.17,23.95,6,1.42,1,2.84,21.04,23.95,20.06,404.52,399.88,17.719,18.437,69.85,72.68,500.3,1999,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_01_07252018","D02W","fagr","01","07252018",2018-07-25 09:39:04,"09:39:22 near NE; "
2,"09:46:03",448,0,3.6,0.0512,279,0.61,1.17,23.94,6,1.42,1,2.84,21.04,23.94,20.06,404.54,399.92,17.722,18.44,69.86,72.69,500.3,1999,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_01_07252018","D02W","fagr","01","07252018",2018-07-25 09:39:04,"09:39:22 near NE; "
3,"09:46:04",449,0,3.65,0.0512,278,0.611,1.17,23.95,6,1.42,1,2.84,21.04,23.95,20.06,404.63,399.96,17.724,18.442,69.87,72.7,500.4,1999,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_01_07252018","D02W","fagr","01","07252018",2018-07-25 09:39:04,"09:39:22 near NE; "
4,"09:46:05",450,0,3.62,0.0513,279,0.612,1.17,23.96,6,1.42,1,2.84,21.04,23.96,20.06,404.59,399.95,17.724,18.445,69.87,72.71,500.4,1999,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_01_07252018","D02W","fagr","01","07252018",2018-07-25 09:39:04,"09:39:22 near NE; "
5,"09:46:06",451,0,3.63,0.0514,278,0.613,1.17,23.96,6,1.42,1,2.84,21.04,23.96,20.06,404.57,399.92,17.726,18.448,69.88,72.72,500.4,1999,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_01_07252018","D02W","fagr","01","07252018",2018-07-25 09:39:04,"09:39:22 near NE; "
1,"09:51:49",226.5,0,2.2,0.0329,284,0.45,1.33,24.95,6,1.42,1,2.84,21.05,24.95,20.06,402.67,399.81,18.126,18.656,71.39,73.48,500.3,2000,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,0.7,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_02_07252018","D02W","fagr","02","07252018",2018-07-25 09:48:09,"09:48:14 near NE; "
2,"09:51:50",227.5,0,2.21,0.0327,283,0.448,1.33,24.96,6,1.42,1,2.84,21.06,24.96,20.06,402.7,399.84,18.131,18.658,71.41,73.49,500.3,2000,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,0.7,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_02_07252018","D02W","fagr","02","07252018",2018-07-25 09:48:09,"09:48:14 near NE; "
3,"09:51:51",228.5,0,2.2,0.0327,284,0.448,1.33,24.96,6,1.42,1,2.84,21.05,24.96,20.06,402.71,399.86,18.133,18.66,71.42,73.5,500.4,2000,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,0.7,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_02_07252018","D02W","fagr","02","07252018",2018-07-25 09:48:09,"09:48:14 near NE; "
4,"09:51:52",229.5,0,2.17,0.0328,285,0.45,1.33,24.97,6,1.42,1,2.84,21.05,24.97,20.07,402.68,399.86,18.133,18.662,71.42,73.51,500.4,2000,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,0.7,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_02_07252018","D02W","fagr","02","07252018",2018-07-25 09:48:09,"09:48:14 near NE; "
5,"09:51:53",230.5,0,2.23,0.0328,282,0.449,1.33,24.96,6,1.42,1,2.84,21.05,24.96,20.07,402.75,399.86,18.134,18.663,71.43,73.51,500.4,2000,0,98.64,-1.15,0.271,0.186,0.0103,0.185,0.0103,0.7,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_02_07252018","D02W","fagr","02","07252018",2018-07-25 09:48:09,"09:48:14 near NE; "
1,"10:04:50",402.5,0,4.32,0.0554,266,0.702,1.24,25.04,6,1.42,1,2.84,21.1,25.04,20.06,405.3,399.78,18.926,19.751,74.3,77.54,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_03_07252018","D02W","fagr","03","07252018",2018-07-25 09:58:25,"09:58:30 near SE; "
2,"10:04:51",403.5,0,4.35,0.0558,266,0.705,1.24,25.03,6,1.42,1,2.84,21.1,25.03,20.06,405.33,399.78,18.923,19.752,74.29,77.54,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_03_07252018","D02W","fagr","03","07252018",2018-07-25 09:58:25,"09:58:30 near SE; "
3,"10:04:52",404.5,0,4.4,0.0565,266,0.709,1.23,25,6,1.42,1,2.84,21.11,25,20.06,405.41,399.79,18.921,19.755,74.27,77.55,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_03_07252018","D02W","fagr","03","07252018",2018-07-25 09:58:25,"09:58:30 near SE; "
4,"10:04:53",406,0,4.45,0.0569,266,0.712,1.23,24.98,6,1.42,1,2.84,21.11,24.98,20.06,405.46,399.78,18.921,19.757,74.26,77.55,500.4,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_03_07252018","D02W","fagr","03","07252018",2018-07-25 09:58:25,"09:58:30 near SE; "
5,"10:04:55",407.5,0,4.49,0.0571,265,0.714,1.23,24.97,6,1.42,1,2.84,21.11,24.97,20.06,405.51,399.78,18.922,19.761,74.26,77.56,500.4,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_03_07252018","D02W","fagr","03","07252018",2018-07-25 09:58:25,"09:58:30 near SE; "
1,"10:09:24",206,0,4.9,0.0465,222,0.65,1.36,25.76,6,1.42,1,2.84,21.13,25.76,20.06,406.26,400.07,19.128,19.892,74.99,77.99,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_04_07252018","D02W","fagr","04","07252018",2018-07-25 10:06:04,"10:06:15 near SE #242; "
2,"10:09:26",207.5,0,4.83,0.0469,226,0.652,1.36,25.72,6,1.42,1,2.84,21.13,25.72,20.06,406.19,400.08,19.127,19.894,74.98,77.99,500.4,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_04_07252018","D02W","fagr","04","07252018",2018-07-25 10:06:04,"10:06:15 near SE #242; "
3,"10:09:27",208.5,0,4.77,0.0472,229,0.653,1.35,25.68,6,1.42,1,2.84,21.13,25.68,20.06,406.09,400.06,19.127,19.895,74.98,77.99,500.4,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_04_07252018","D02W","fagr","04","07252018",2018-07-25 10:06:04,"10:06:15 near SE #242; "
4,"10:09:28",209.5,0,4.73,0.0477,232,0.655,1.34,25.64,6,1.42,1,2.84,21.13,25.64,20.06,406.03,400.04,19.127,19.897,74.99,78.01,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_04_07252018","D02W","fagr","04","07252018",2018-07-25 10:06:04,"10:06:15 near SE #242; "
5,"10:09:29",210.5,0,4.7,0.0483,235,0.659,1.33,25.58,6,1.42,1,2.84,21.12,25.58,20.06,405.97,400.02,19.126,19.9,74.99,78.02,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_04_07252018","D02W","fagr","04","07252018",2018-07-25 10:06:04,"10:06:15 near SE #242; "
6,"10:14:20",217.5,0,5.58,0.115,314,1.01,0.881,23.43,6,1.42,1,2.84,21.19,23.43,20.06,407.33,400.15,19.224,20.411,75.07,79.71,500.2,1999,0,98.6,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_05_07252018","D02W","fagr","05","07252018",2018-07-25 10:10:48,"10:10:53 near SE; "
7,"10:14:21",218.5,0,5.56,0.114,314,1.01,0.883,23.44,6,1.42,1,2.84,21.19,23.44,20.06,407.32,400.17,19.223,20.408,75.07,79.7,500.3,1999,0,98.6,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_05_07252018","D02W","fagr","05","07252018",2018-07-25 10:10:48,"10:10:53 near SE; "
8,"10:14:22",219.5,0,5.53,0.114,315,1.01,0.886,23.46,6,1.42,1,2.84,21.19,23.46,20.06,407.32,400.2,19.222,20.408,75.06,79.69,500.3,1999,0,98.6,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_05_07252018","D02W","fagr","05","07252018",2018-07-25 10:10:48,"10:10:53 near SE; "
9,"10:14:23",220.5,0,5.49,0.114,315,1.01,0.885,23.45,6,1.42,1,2.84,21.19,23.45,20.06,407.3,400.23,19.223,20.406,75.06,79.68,500.3,1999,0,98.6,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_05_07252018","D02W","fagr","05","07252018",2018-07-25 10:10:48,"10:10:53 near SE; "
10,"10:14:24",221.5,0,5.49,0.114,315,1.01,0.885,23.45,6,1.42,1,2.84,21.19,23.45,20.06,407.26,400.2,19.223,20.404,75.06,79.68,500.3,1999,0,98.6,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_05_07252018","D02W","fagr","05","07252018",2018-07-25 10:10:48,"10:10:53 near SE; "
1,"10:18:59",213.5,0,5.54,0.0526,222,0.689,1.28,25.5,6,1.42,1,2.84,21.22,25.5,20.06,407.15,400.19,19.432,20.241,75.75,78.9,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_06_07252018","D02W","fagr","06","07252018",2018-07-25 10:15:31,"10:15:37 in SW; "
2,"10:19:00",215,0,5.51,0.0525,223,0.689,1.28,25.51,6,1.42,1,2.84,21.22,25.51,20.06,407.11,400.17,19.432,20.241,75.75,78.91,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_06_07252018","D02W","fagr","06","07252018",2018-07-25 10:15:31,"10:15:37 in SW; "
3,"10:19:01",216,0,5.46,0.0525,225,0.688,1.28,25.5,6,1.42,1,2.84,21.22,25.5,20.06,407.06,400.18,19.435,20.243,75.77,78.92,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_06_07252018","D02W","fagr","06","07252018",2018-07-25 10:15:31,"10:15:37 in SW; "
4,"10:19:03",217.5,0,5.53,0.0523,222,0.686,1.28,25.51,6,1.42,1,2.84,21.22,25.51,20.06,407.11,400.15,19.437,20.243,75.78,78.92,500.3,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_06_07252018","D02W","fagr","06","07252018",2018-07-25 10:15:31,"10:15:37 in SW; "
5,"10:19:04",218.5,0,5.55,0.0524,221,0.686,1.28,25.5,6,1.42,1,2.84,21.22,25.5,20.06,407.13,400.14,19.438,20.244,75.78,78.92,500.4,1999,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_fagr_06_07252018","D02W","fagr","06","07252018",2018-07-25 10:15:31,"10:15:37 in SW; "
1,"10:24:15",190.5,0,0.622,0.00159,-228,0.0174,1.05,24.13,6,1.42,1,2.84,21.26,24.13,20.06,400.84,400.09,19.894,19.915,77.38,77.46,500.4,2000,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_01_07252018","D02W","pist","01","07252018",2018-07-25 10:21:15,"10:21:28 in SW #259; "
2,"10:24:17",191.5,0,0.645,0.00178,-182,0.0195,1.05,24.12,6,1.42,1,2.84,21.25,24.12,20.06,400.85,400.07,19.894,19.917,77.38,77.47,500.5,2000,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_01_07252018","D02W","pist","01","07252018",2018-07-25 10:21:15,"10:21:28 in SW #259; "
3,"10:24:18",192.5,0,0.668,0.00175,-215,0.0191,1.05,24.12,6,1.42,1,2.84,21.26,24.12,20.06,400.87,400.06,19.894,19.916,77.38,77.46,500.4,2000,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_01_07252018","D02W","pist","01","07252018",2018-07-25 10:21:15,"10:21:28 in SW #259; "
4,"10:24:19",193.5,0,0.652,0.00202,-120,0.022,1.05,24.11,6,1.42,1,2.84,21.26,24.11,20.06,400.88,400.09,19.892,19.918,77.37,77.47,500.4,2000,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_01_07252018","D02W","pist","01","07252018",2018-07-25 10:21:15,"10:21:28 in SW #259; "
5,"10:24:20",194.5,0,0.645,0.00215,-83.5,0.0235,1.05,24.11,6,1.42,1,2.84,21.26,24.11,20.06,400.86,400.07,19.891,19.919,77.36,77.47,500.4,2000,0,98.61,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_01_07252018","D02W","pist","01","07252018",2018-07-25 10:21:15,"10:21:28 in SW #259; "
1,"10:37:29",220,0,0.793,0.00672,205,0.0746,1.07,24.39,6,1.42,1,2.84,21.25,24.39,20.06,400.87,399.89,20.158,20.245,78.44,78.78,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_02_07252018","D02W","pist","02","07252018",2018-07-25 10:34:00,"10:34:13 in NW #277; "
2,"10:37:30",221.5,0,0.772,0.00683,213,0.0758,1.07,24.39,6,1.42,1,2.84,21.25,24.39,20.06,400.86,399.9,20.156,20.245,78.44,78.78,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_02_07252018","D02W","pist","02","07252018",2018-07-25 10:34:00,"10:34:13 in NW #277; "
3,"10:37:32",222.5,0,0.821,0.00679,201,0.0755,1.07,24.4,6,1.42,1,2.84,21.25,24.4,20.06,400.91,399.89,20.156,20.245,78.44,78.78,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_02_07252018","D02W","pist","02","07252018",2018-07-25 10:34:00,"10:34:13 in NW #277; "
4,"10:37:33",224,0,0.861,0.00675,190,0.0751,1.07,24.4,6,1.42,1,2.84,21.25,24.4,20.06,400.93,399.86,20.156,20.245,78.44,78.79,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_02_07252018","D02W","pist","02","07252018",2018-07-25 10:34:00,"10:34:13 in NW #277; "
5,"10:37:34",225,0,0.872,0.00659,182,0.0732,1.07,24.4,6,1.42,1,2.84,21.25,24.4,20.06,400.95,399.87,20.16,20.246,78.45,78.79,500.3,1999,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_02_07252018","D02W","pist","02","07252018",2018-07-25 10:34:00,"10:34:13 in NW #277; "
1,"10:42:33",171.5,0,0.39,0.00419,245,0.046,1.06,24.23,6,1.42,1,2.84,21.25,24.23,20.06,400.45,399.96,20.024,20.078,77.91,78.12,500.3,2000,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,0.7,-0.22,2.74,1,0,0.16,111115,"D02W_pist_03_07252018","D02W","pist","03","07252018",2018-07-25 10:39:47,"10:39:52 near NW; "
2,"10:42:34",172.5,0,0.497,0.00425,207,0.0468,1.06,24.24,6,1.42,1,2.84,21.25,24.24,20.06,400.58,399.96,20.023,20.078,77.91,78.12,500.3,2000,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_03_07252018","D02W","pist","03","07252018",2018-07-25 10:39:47,"10:39:52 near NW; "
3,"10:42:36",174.5,0,0.568,0.0044,188,0.0484,1.06,24.25,6,1.42,1,2.84,21.25,24.25,20.06,400.75,400.05,20.022,20.079,77.9,78.12,500.3,2000,0,98.62,-2.04,0.283,0.0592,0.00188,0.0584,0.00128,1,-0.22,2.74,1,0,0.16,111115,"D02W_pist_03_07252018","D02W","pist","03","07252018",2018-07-25 10:39:47,"10:39:52 near NW; "
