,layer_1,calculation,value,v1
1965,Layer 1, MRESRI,5.225142,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1966,Layer 1, RENDVI,0.5530118,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1967,Layer 1, VREI1,1.53415,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1968,Layer 1, VREI2,-0.08976062,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1969,Layer 1, VREI3,-0.1002593,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1970,Layer 1, PRI,0.04344255,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1971,Layer 1, PSRI,-0.02267279,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1972,Layer 1, WBI,0.9832418,DO2E_POGR_CAN02_07182018_636675309966274062_Calculations.csv
1973,Layer 1, ARI1,-0.005668961,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1974,Layer 1, ARI2,-0.4172711,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1975,Layer 1, CRI1,0.06386175,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1976,Layer 1, CRI2,0.05819279,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1977,Layer 1, SIPI,0.8408927,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1978,Layer 1, FRI,-0.5940892,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1979,Layer 1, CNDVI,0.5800567,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1980,Layer 1, Ctr1,1.079521,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1981,Layer 1, Ctr2,0.1113822,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1982,Layer 1, G,2.65654,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1983,Layer 1, GM1,5.23104,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1984,Layer 1, GM2,5.633238,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1985,Layer 1, Lic1,0.8683231,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1986,Layer 1, Lic2,1.202556,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1987,Layer 1, NDVI,0.8683231,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1988,Layer 1, NPCI,-0.1634531,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1989,Layer 1, NPQI,0.02890352,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1990,Layer 1, SRPI,1.390781,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1991,Layer 1, TCARI,23.95144,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1992,Layer 1, TVI,4290.365,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1993,Layer 1, ZMI,2.740673,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1994,Layer 1, MRESRI,4.761253,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1995,Layer 1, RENDVI,0.5800567,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1996,Layer 1, VREI1,1.575548,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1997,Layer 1, VREI2,-0.09896863,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1998,Layer 1, VREI3,-0.111386,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
1999,Layer 1, PRI,0.05716873,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
2000,Layer 1, PSRI,-0.02170126,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
2001,Layer 1, WBI,0.9809926,DO2E_POGR_CAN03_07182018_636675310197206977_Calculations.csv
2002,Layer 1, ARI1,-0.001440021,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2003,Layer 1, ARI2,-0.1043194,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2004,Layer 1, CRI1,0.01718915,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2005,Layer 1, CRI2,0.01574912,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2006,Layer 1, SIPI,0.6682647,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2007,Layer 1, FRI,1.447902,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2008,Layer 1, CNDVI,0.3482882,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2009,Layer 1, Ctr1,1.675432,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2010,Layer 1, Ctr2,0.3111401,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2011,Layer 1, G,2.259092,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2012,Layer 1, GM1,2.411001,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2013,Layer 1, GM2,2.513139,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2014,Layer 1, Lic1,0.6942905,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2015,Layer 1, Lic2,0.8587101,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2016,Layer 1, NDVI,0.6942905,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2017,Layer 1, NPCI,-0.03902554,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2018,Layer 1, NPQI,-0.06064121,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2019,Layer 1, SRPI,1.081221,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2020,Layer 1, TCARI,46.56802,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2021,Layer 1, TVI,4111.316,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2022,Layer 1, ZMI,1.782315,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2023,Layer 1, MRESRI,9.019416,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2024,Layer 1, RENDVI,0.3482882,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2025,Layer 1, VREI1,1.317336,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2026,Layer 1, VREI2,-0.05385252,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2027,Layer 1, VREI3,-0.05746303,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2028,Layer 1, PRI,0.02916286,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2029,Layer 1, PSRI,-0.05196166,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2030,Layer 1, WBI,0.9741147,DO2E_POGR_CAN04_07182018_636675310392129890_Calculations.csv
2031,Layer 1, ARI1,-0.00444626,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2032,Layer 1, ARI2,-0.3328795,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2033,Layer 1, CRI1,0.06681664,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2034,Layer 1, CRI2,0.06237037,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2035,Layer 1, SIPI,0.8329658,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2036,Layer 1, FRI,-0.2493261,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2037,Layer 1, CNDVI,0.5388612,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2038,Layer 1, Ctr1,1.208445,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2039,Layer 1, Ctr2,0.1278371,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2040,Layer 1, G,2.868068,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2041,Layer 1, GM1,4.587609,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2042,Layer 1, GM2,4.910247,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2043,Layer 1, Lic1,0.8617755,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2044,Layer 1, Lic2,1.137944,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2045,Layer 1, NDVI,0.8617755,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2046,Layer 1, NPCI,-0.1615408,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2047,Layer 1, NPQI,0.02548076,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2048,Layer 1, SRPI,1.385328,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2049,Layer 1, TCARI,29.42032,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2050,Layer 1, TVI,4433.825,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2051,Layer 1, ZMI,2.481115,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2052,Layer 1, MRESRI,5.208001,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2053,Layer 1, RENDVI,0.5388612,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2054,Layer 1, VREI1,1.501917,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2055,Layer 1, VREI2,-0.0817038,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2056,Layer 1, VREI3,-0.09078607,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2057,Layer 1, PRI,0.04974319,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2058,Layer 1, PSRI,-0.01983616,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2059,Layer 1, WBI,0.9786779,DO2E_POGR_CAN05_07182018_636675310578792494_Calculations.csv
2060,Layer 1, ARI1,0.01106937,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2061,Layer 1, ARI2,0.8046474,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2062,Layer 1, CRI1,0.1476899,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2063,Layer 1, CRI2,0.1587593,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2064,Layer 1, SIPI,0.8803202,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2065,Layer 1, FRI,-1.91155,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2066,Layer 1, CNDVI,0.6141463,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2067,Layer 1, Ctr1,1.504138,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2068,Layer 1, Ctr2,0.09865899,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2069,Layer 1, G,2.091849,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2070,Layer 1, GM1,7.153281,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2071,Layer 1, GM2,6.378295,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2072,Layer 1, Lic1,0.8779346,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2073,Layer 1, Lic2,0.8584499,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2074,Layer 1, NDVI,0.8779346,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2075,Layer 1, NPCI,-0.02088114,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2076,Layer 1, NPQI,0.02151365,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2077,Layer 1, SRPI,1.042653,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2078,Layer 1, TCARI,17.55751,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2079,Layer 1, TVI,4137.163,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2080,Layer 1, ZMI,2.991778,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2081,Layer 1, MRESRI,3.111629,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2082,Layer 1, RENDVI,0.6141463,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2083,Layer 1, VREI1,1.647824,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2084,Layer 1, VREI2,-0.1123906,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2085,Layer 1, VREI3,-0.1277997,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2086,Layer 1, PRI,0.005039956,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2087,Layer 1, PSRI,0.01597751,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2088,Layer 1, WBI,1.02754,DO2E_POGR_CAN06_07192018_636675974993087497_Calculations.csv
2089,Layer 1, ARI1,0.00634388,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2090,Layer 1, ARI2,0.4670332,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2091,Layer 1, CRI1,0.1139239,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2092,Layer 1, CRI2,0.1202678,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2093,Layer 1, SIPI,0.8678549,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2094,Layer 1, FRI,0.4914463,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2095,Layer 1, CNDVI,0.5781729,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2096,Layer 1, Ctr1,1.716043,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2097,Layer 1, Ctr2,0.1157292,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2098,Layer 1, G,2.272208,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2099,Layer 1, GM1,6.001399,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2100,Layer 1, GM2,5.550114,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2101,Layer 1, Lic1,0.8669605,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2102,Layer 1, Lic2,0.8040804,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2103,Layer 1, NDVI,0.8669605,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2104,Layer 1, NPCI,0.01546169,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2105,Layer 1, NPQI,0.003961492,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2106,Layer 1, SRPI,0.9695475,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2107,Layer 1, TCARI,21.54539,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2108,Layer 1, TVI,4226.729,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2109,Layer 1, ZMI,2.750954,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2110,Layer 1, MRESRI,3.56898,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2111,Layer 1, RENDVI,0.5781729,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2112,Layer 1, VREI1,1.582313,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2113,Layer 1, VREI2,-0.09925493,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2114,Layer 1, VREI3,-0.1116076,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2115,Layer 1, PRI,-0.0020272,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2116,Layer 1, PSRI,0.01003073,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2117,Layer 1, WBI,1.021407,DO2E_POGR_CAN07_07192018_636675975195428644_Calculations.csv
2118,Layer 1, ARI1,0.008139948,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2119,Layer 1, ARI2,0.5847403,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2120,Layer 1, CRI1,0.1021944,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2121,Layer 1, CRI2,0.1103343,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2122,Layer 1, SIPI,0.8583468,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2123,Layer 1, FRI,-1.192595,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2124,Layer 1, CNDVI,0.616343,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2125,Layer 1, Ctr1,1.13084,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2126,Layer 1, Ctr2,0.09899316,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2127,Layer 1, G,2.091162,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2128,Layer 1, GM1,6.918166,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2129,Layer 1, GM2,6.360116,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2130,Layer 1, Lic1,0.8755773,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2131,Layer 1, Lic2,1.104224,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2132,Layer 1, NDVI,0.8755773,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2133,Layer 1, NPCI,-0.1420462,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2134,Layer 1, NPQI,0.03732394,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2135,Layer 1, SRPI,1.331128,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2136,Layer 1, TCARI,17.16487,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2137,Layer 1, TVI,4044.319,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2138,Layer 1, ZMI,3.029551,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2139,Layer 1, MRESRI,3.872631,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2140,Layer 1, RENDVI,0.616343,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2141,Layer 1, VREI1,1.650804,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2142,Layer 1, VREI2,-0.114937,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2143,Layer 1, VREI3,-0.1309842,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2144,Layer 1, PRI,0.005201504,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2145,Layer 1, PSRI,0.002989676,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2146,Layer 1, WBI,0.9811965,DO2E_POGR_CAN08_07192018_636675976496396604_Calculations.csv
2147,Layer 1, ARI1,0.007142485,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2148,Layer 1, ARI2,0.5252972,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2149,Layer 1, CRI1,0.09016582,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2150,Layer 1, CRI2,0.0973083,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2151,Layer 1, SIPI,0.8484386,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2152,Layer 1, FRI,-1.449688,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2153,Layer 1, CNDVI,0.6050556,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2154,Layer 1, Ctr1,1.124514,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2155,Layer 1, Ctr2,0.1051388,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2156,Layer 1, G,2.071203,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2157,Layer 1, GM1,6.573886,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2158,Layer 1, GM2,6.068576,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2159,Layer 1, Lic1,0.8681654,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2160,Layer 1, Lic2,1.119591,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2161,Layer 1, NDVI,0.8681654,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2162,Layer 1, NPCI,-0.1365781,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2163,Layer 1, NPQI,0.03264408,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2164,Layer 1, SRPI,1.316365,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2165,Layer 1, TCARI,18.72212,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2166,Layer 1, TVI,4175.371,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2167,Layer 1, ZMI,2.940015,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2168,Layer 1, MRESRI,4.106453,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2169,Layer 1, RENDVI,0.6050556,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2170,Layer 1, VREI1,1.629648,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2171,Layer 1, VREI2,-0.1111713,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2172,Layer 1, VREI3,-0.1262852,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2173,Layer 1, PRI,0.01708571,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2174,Layer 1, PSRI,0.000890774,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2175,Layer 1, WBI,0.9811468,DO2E_POGR_CAN09_07192018_636675976797373312_Calculations.csv
2176,Layer 1, ARI1,0.005871912,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2177,Layer 1, ARI2,0.4368704,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2178,Layer 1, CRI1,0.09200553,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2179,Layer 1, CRI2,0.09787744,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2180,Layer 1, SIPI,0.8491619,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2181,Layer 1, FRI,-1.122399,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2182,Layer 1, CNDVI,0.5724126,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2183,Layer 1, Ctr1,1.201453,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2184,Layer 1, Ctr2,0.1140641,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2185,Layer 1, G,2.337707,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2186,Layer 1, GM1,5.901829,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2187,Layer 1, GM2,5.482746,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2188,Layer 1, Lic1,0.8698363,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2189,Layer 1, Lic2,1.100999,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2190,Layer 1, NDVI,0.8698363,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2191,Layer 1, NPCI,-0.1394099,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2192,Layer 1, NPQI,0.03717404,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2193,Layer 1, SRPI,1.323987,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2194,Layer 1, TCARI,22.39525,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2195,Layer 1, TVI,4258.132,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2196,Layer 1, ZMI,2.700241,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2197,Layer 1, MRESRI,4.545396,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2198,Layer 1, RENDVI,0.5724126,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2199,Layer 1, VREI1,1.558831,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2200,Layer 1, VREI2,-0.097149,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2201,Layer 1, VREI3,-0.1090268,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2202,Layer 1, PRI,-0.002110686,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
2203,Layer 1, PSRI,-0.001914668,DO2E_POGR_CAN10_07192018_636675977020510396_Calculations.csv
