species,tag,site,dbh_cm,health_status,canopy_status,date,notes,subplot_id,group,plot_id,latitude,longitude,component,a,b,se,source,ref,leaf_mass,genus,sla,leaf_area,fate,plot_side
ACRU,466,UMBS,9.7,L,UN,6/25/2018,in a cluster with 465,D03E,D,D03,45.5603923,-84.7042576,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.234062918,Acer,19,23.44719545,kill,E
PIRE,424,UMBS,9.7,L,UN,6/25/2018,,D03E,D,D03,45.5602634,-84.7041405,FL,7.00E-04,3.122,0.553,,,0.842945302,Pinus,5.39,4.543475176,kill,E
PIRE,425,UMBS,9.8,L,UN,6/25/2018,,D03E,D,D03,45.5602617,-84.7041139,FL,7.00E-04,3.122,0.553,,,0.870373878,Pinus,5.39,4.691315202,kill,E
PIST,482,UMBS,9.8,L,OS,6/25/2018,,D03E,D,D03,45.5604696,-84.7043109,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.246673438,Pinus,12.5,3.083417973,kill,E
ACRU,394,UMBS,10.2,L,OS,6/25/2018,In a cluster,D03E,D,D03,45.5604583,-84.7040568,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.33337742,Acer,19,25.33417098,kill,E
ACRU,401,UMBS,10.2,L,OS,6/25/2018,in a cluster with 402,D03E,D,D03,45.5603824,-84.7041127,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.33337742,Acer,19,25.33417098,kill,E
FAGR,461,UMBS,10.2,L,OS,6/25/2018,"in a cluster with 462 & 463, taken above dbh",D03E,D,D03,45.5603846,-84.7042959,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.027251493,Fagus,35,35.95380225,kill,E
ACRU,491,UMBS,10.4,L,OS,6/25/2018,,D03E,D,D03,45.5605095,-84.7042155,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.373852709,Acer,19,26.10320147,kill,E
ACRU,408,UMBS,10.7,L,OS,6/25/2018,,D03E,D,D03,45.5603355,-84.7041523,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.435356728,Acer,19,27.27177784,kill,E
ACRU,442,UMBS,10.9,L,OS,6/25/2018,In a cluster with 441&443,D03E,D,D03,45.5603138,-84.7042728,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.47688146,Acer,19,28.06074774,kill,E
QURU,471,UMBS,11.2,L,OS,6/25/2018,,D03E,D,D03,45.5604141,-84.7044364,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.613813932,Quercus,14.2,22.91615783,kill,E
ACRU,399,UMBS,11.3,L,OS,6/25/2018,in a cluster,D03E,D,D03,45.5603772,-84.704033,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.561167978,Acer,19,29.66219159,kill,E
FAGR,463,UMBS,12.4,L,OS,6/25/2018,In a plot with 461 & 462,D03E,D,D03,45.5603863,-84.7042999,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.412411661,Fagus,35,49.43440812,kill,E
ACRU,436,UMBS,12.9,L,OS,6/25/2018,,D03E,D,D03,45.560284,-84.7042651,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.914330795,Acer,19,36.3722851,kill,E
QURU,446,UMBS,12.9,L,OS,6/25/2018,Dbh taken above,D03E,D,D03,45.560277,-84.7043313,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.982208188,Quercus,14.2,28.14735628,kill,E
ACRU,402,UMBS,13.1,L,OS,6/25/2018,in a cluster with 401,D03E,D,D03,45.560383,-84.7041167,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.960228175,Acer,19,37.24433532,kill,E
FAGR,388,UMBS,13.5,L,UN,6/25/2018,"In a cluster with 389 and 390, Veg plot NW",D03E,D,D03,45.5604388,-84.7041498,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.622329494,Fagus,35,56.7815323,kill,E
PIRE,470,UMBS,13.7,L,OS,6/25/2018,,D03E,D,D03,45.5603481,-84.7044442,FL,7.00E-04,3.122,0.553,,,2.47707782,Pinus,5.39,13.35144945,kill,E
QURU,420,UMBS,13.7,L,OS,6/25/2018,in a cluster with 419,D03E,D,D03,45.5603052,-84.7040515,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.163563582,Quercus,14.2,30.72260286,kill,E
ACRU,465,UMBS,14,L,OS,6/25/2018,in a cluster with 466,D03E,D,D03,45.5603872,-84.7042567,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.171430865,Acer,19,41.25718644,kill,E
QURU,467,UMBS,14.1,L,OS,6/25/2018,,D03E,D,D03,45.5603687,-84.7043561,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.256082861,Quercus,14.2,32.03637663,kill,E
ACRU,443,UMBS,14.5,L,OS,6/25/2018,In a cluster 441 &442,D03E,D,D03,45.5603158,-84.7042744,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.292004971,Acer,19,43.54809445,kill,E
ACRU,449,UMBS,14.9,L,OS,6/25/2018,in a cluster with 450,D03E,D,D03,45.5602246,-84.7043082,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.390097872,Acer,19,45.41185956,kill,E
QURU,437,UMBS,15.1,L,OS,6/25/2018,,D03E,D,D03,45.5602888,-84.7042656,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.492600603,Quercus,14.2,35.39492856,kill,E
PIRE,398,UMBS,16.1,L,OS,6/25/2018,,D03E,D,D03,45.5604033,-84.7040779,FL,7.00E-04,3.122,0.553,,,4.100231946,Pinus,5.39,22.10025019,kill,E
QURU,469,UMBS,16.3,L,OS,6/25/2018,,D03E,D,D03,45.560334,-84.7044185,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.785955671,Quercus,14.2,39.56057052,kill,E
QURU,419,UMBS,16.8,L,OS,6/25/2018,in a cluster with 420,D03E,D,D03,45.5603164,-84.7040274,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.911161119,Quercus,14.2,41.33848789,kill,E
QURU,414,UMBS,17.1,L,OS,6/25/2018,,D03E,D,D03,45.5602973,-84.7041922,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.987105614,Quercus,14.2,42.41689971,kill,E
POGR,464,UMBS,17.9,L,OD,6/25/2018,,D03E,D,D03,45.5603958,-84.7042915,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.912513061,Populus,15.89,30.38983253,kill,E
POGR,484,UMBS,17.9,L,OD,6/25/2018,,D03E,D,D03,45.5604657,-84.7042982,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.912513061,Populus,15.89,30.38983253,kill,E
QURU,455,UMBS,18.5,L,OD,6/25/2018,,D03E,D,D03,45.5603209,-84.7043491,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.349470076,Quercus,14.2,47.56247508,kill,E
ACRU,450,UMBS,19.3,L,OS,6/25/2018,"In a cluster with 449, in a new plot, new plot number 430",D03E,D,D03,45.5602269,-84.7043151,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.560140091,Acer,19,67.64266172,kill,E
POGR,456,UMBS,19.3,L,OD,6/25/2018,,D03E,D,D03,45.5603495,-84.7043059,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.269899568,Populus,15.89,36.06870413,kill,E
QURU,481,UMBS,20.1,L,OD,6/25/2018,,D03E,D,D03,45.5604713,-84.7043121,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.779127122,Quercus,14.2,53.66360513,kill,E
QURU,485,UMBS,20.1,L,OD,6/25/2018,,D03E,D,D03,45.5604471,-84.7042607,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.779127122,Quercus,14.2,53.66360513,kill,E
PIRE,472,UMBS,21.1,L,OS,6/25/2018,,D03E,D,D03,45.5604278,-84.7044288,FL,7.00E-04,3.122,0.553,,,9.539110188,Pinus,5.39,51.41580392,kill,E
POGR,458,UMBS,21.4,L,OD,6/25/2018,,D03E,D,D03,45.5603226,-84.7043778,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.871144818,Populus,15.89,45.62249116,kill,E
QURU,454,UMBS,21.4,L,OD,6/25/2018,in a cluster with 453,D03E,D,D03,45.5603031,-84.7043465,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.139932666,Quercus,14.2,58.78704386,kill,E
PIRE,460,UMBS,21.9,L,OS,6/25/2018,"in a new plot, plot number 430",D03E,D,D03,45.5603024,-84.7044409,FL,7.00E-04,3.122,0.553,,,10.71431885,Pinus,5.39,57.75017861,kill,E
POGR,480,UMBS,22,L,OD,6/25/2018,,D03E,D,D03,45.5604581,-84.7043862,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.057562639,Populus,15.89,48.58467034,kill,E
QURU,453,UMBS,22,L,OD,6/25/2018,in a cluster with 454,D03E,D,D03,45.5602985,-84.7043434,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.309890516,Quercus,14.2,61.20044533,kill,E
POGR,457,UMBS,22.5,L,OD,6/25/2018,,D03E,D,D03,45.5603584,-84.7042953,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.217947785,Populus,15.89,51.1331903,kill,E
PIST,496,UMBS,22.8,L,OS,6/25/2018,,D03E,D,D03,45.5604498,-84.7041922,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.144016331,Pinus,12.5,14.30020413,kill,E
POGR,444,UMBS,23.2,L,OD,6/25/2018,,D03E,D,D03,45.5603266,-84.704272,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.450237013,Populus,15.89,54.82426613,kill,E
QURU,438,UMBS,23.4,L,OS,6/25/2018,,D03E,D,D03,45.5603048,-84.7042469,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.714659252,Quercus,14.2,66.94816137,kill,E
QURU,492,UMBS,23.5,L,OD,6/25/2018,,D03E,D,D03,45.5605078,-84.7041777,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.74400324,Quercus,14.2,67.36484601,kill,E
QURU,479,UMBS,23.9,L,OD,6/25/2018,in a cluser,D03E,D,D03,45.5604436,-84.7043435,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.861946585,Quercus,14.2,69.03964151,kill,E
POGR,386,UMBS,24,L,OD,6/25/2018,,D03E,D,D03,45.5604256,-84.7041548,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.726870815,Populus,15.89,59.21997726,live,E
PIRE,439,UMBS,25,L,OS,6/25/2018,,D03E,D,D03,45.5603379,-84.7042265,FL,7.00E-04,3.122,0.553,,,16.19819963,Pinus,5.39,87.30829602,live,E
QURU,476,UMBS,25,L,OD,6/25/2018,in a cluster with 477,D03E,D,D03,45.5604183,-84.704318,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.190915389,Quercus,14.2,73.71099852,live,E
QURU,391,UMBS,25.4,L,OD,6/25/2018,,D03E,D,D03,45.5604752,-84.7040497,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.312198502,Quercus,14.2,75.43321873,live,E
POGR,452,UMBS,25.8,L,OD,6/25/2018,,D03E,D,D03,45.5603822,-84.7042216,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.393378246,Populus,15.89,69.81078032,live,E
POGR,430,UMBS,26.2,L,OD,6/25/2018,,D03E,D,D03,45.560264,-84.704208,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.54987224,Populus,15.89,72.2974699,live,E
QURU,418,UMBS,26.5,L,OD,6/25/2018,in a cluster with 416 and 417,D03E,D,D03,45.5603124,-84.7040449,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.650202123,Quercus,14.2,80.23287014,live,E
QURU,448,UMBS,26.5,L,OS,6/25/2018,,D03E,D,D03,45.5602324,-84.7042996,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.650202123,Quercus,14.2,80.23287014,live,E
QURU,421,UMBS,27,L,OD,6/25/2018,in a cluster with 422,D03E,D,D03,45.5603065,-84.7041144,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.805979716,Quercus,14.2,82.44491197,live,E
POGR,445,UMBS,27.5,L,OD,6/25/2018,in veg plot SW,D03E,D,D03,45.5603196,-84.7042969,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.079788641,Populus,15.89,80.71784151,live,E
QURU,440,UMBS,28.1,L,OD,6/25/2018,,D03E,D,D03,45.5603203,-84.7042528,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.153311951,Quercus,14.2,87.37702971,live,E
POGR,432,UMBS,28.4,L,OD,6/25/2018,,D03E,D,D03,45.560222,-84.7042544,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.465916435,Populus,15.89,86.85341216,live,E
POGR,493,UMBS,28.5,L,OD,6/25/2018,in a cluster with 494,D03E,D,D03,45.560478,-84.7042047,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.509799822,Populus,15.89,87.55071917,live,E
QURU,404,UMBS,29,L,OD,6/25/2018,,D03E,D,D03,45.5603686,-84.7040991,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.442142458,Quercus,14.2,91.4784229,live,E
QURU,474,UMBS,29.2,L,OD,6/25/2018,,D03E,D,D03,45.5604178,-84.7043645,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.506887322,Quercus,14.2,92.39779997,live,E
POGR,495,UMBS,29.6,L,OD,6/25/2018,,D03E,D,D03,45.5604554,-84.7041809,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.005544741,Populus,15.89,95.42810594,live,E
POGR,403,UMBS,30.4,L,OD,6/25/2018,,D03E,D,D03,45.5603541,-84.7041735,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.38118252,Populus,15.89,101.3969902,live,E
QURU,426,UMBS,30.7,L,OD,6/25/2018,"Was marked 18.14 m radius, outside of plot",D03E,D,D03,45.5602335,-84.7040951,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.998864309,Quercus,14.2,99.38387319,live,E
POGR,478,UMBS,30.9,L,OD,6/25/2018,,D03E,D,D03,45.5603977,-84.7042213,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.622459406,Populus,15.89,105.23088,live,E
QURU,397,UMBS,31.7,L,OD,6/25/2018,,D03E,D,D03,45.56043,-84.7040353,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",7.333013152,Quercus,14.2,104.1287868,live,E
QURU,416,UMBS,31.7,L,OD,6/25/2018,in a cluster with 417and 418,D03E,D,D03,45.5602978,-84.7040644,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",7.333013152,Quercus,14.2,104.1287868,live,E
QURU,477,UMBS,33.4,L,OD,6/25/2018,in a clayer with 476,D03E,D,D03,45.5604136,-84.7043112,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",7.912110548,Quercus,14.2,112.3519698,live,E
QURU,417,UMBS,33.7,L,OD,6/25/2018,in  cluster with 416 and 418,D03E,D,D03,45.5603083,-84.7040508,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.015723781,Quercus,14.2,113.8232777,live,E
QURU,459,UMBS,34,L,OD,6/25/2018,,D03E,D,D03,45.560313,-84.7044109,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.119757549,Quercus,14.2,115.3005572,live,E
POGR,423,UMBS,34.4,L,OD,6/25/2018,,D03E,D,D03,45.5602753,-84.7041362,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.45345453,Populus,15.89,134.3253925,live,E
POGR,400,UMBS,35.1,L,OD,6/25/2018,,D03E,D,D03,45.5603737,-84.7040336,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.849881471,Populus,15.89,140.6246166,live,E
POGR,429,UMBS,35.3,L,OD,6/25/2018,,D03E,D,D03,45.5602326,-84.704223,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.965019095,Populus,15.89,142.4541534,live,E
POGR,392,UMBS,38,L,OD,6/25/2018,,D03E,D,D03,45.5603945,-84.704151,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",10.60160079,Populus,15.89,168.4594365,live,E
QURU,529,UMBS,43.4,L,OD,6/25/2018,,D03W,D,D03,45.5603416,-84.704631,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",11.58213956,Quercus,14.2,164.4663818,kill,W
QURU,552,UMBS,40.6,L,OD,6/25/2018,,D03W,D,D03,45.560277,-84.7049208,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",10.51106245,Quercus,14.2,149.2570867,kill,W
QURU,531,UMBS,36,L,OD,6/25/2018,,D03W,D,D03,45.560261,-84.7046578,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.82391622,Quercus,14.2,125.2996103,kill,W
QURU,520,UMBS,34.5,L,OD,6/25/2018,,D03W,D,D03,45.5604456,-84.7046051,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.294076194,Quercus,14.2,117.775882,kill,W
POGR,514,UMBS,33.6,L,OD,6/25/2018,,D03W,D,D03,45.5604824,-84.7047285,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.012824306,Populus,15.89,127.3237782,kill,W
QURU,581,UMBS,32.2,L,OD,6/25/2018,"in new plot, 433",D03W,D,D03,45.5605156,-84.7049431,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",7.501904491,Quercus,14.2,106.5270438,kill,W
POGR,578,UMBS,31.2,L,OD,6/25/2018,,D03W,D,D03,45.5603992,-84.704901,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.769638308,Populus,15.89,107.5695527,kill,W
POGR,559,UMBS,30.8,L,OD,6/25/2018,,D03W,D,D03,45.5603162,-84.7050008,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.573802379,Populus,15.89,104.4577198,kill,W
QURU,555,UMBS,30.7,L,OD,6/25/2018,"in a new plot, 433",D03W,D,D03,45.560291,-84.704978,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.998864309,Quercus,14.2,99.38387319,kill,W
QURU,509,UMBS,30.2,L,OD,6/25/2018,shared base,D03W,D,D03,45.5604765,-84.7048067,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.833628092,Quercus,14.2,97.0375189,kill,W
POGR,540,UMBS,29.7,L,OD,6/25/2018,,D03W,D,D03,45.5602766,-84.7048048,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.051801663,Populus,15.89,96.16312842,kill,W
QURU,507,UMBS,29.6,L,OD,6/25/2018,shared base,D03W,D,D03,45.5604687,-84.7048139,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.636982568,Quercus,14.2,94.24515246,kill,W
QURU,501,UMBS,29.4,L,OD,6/25/2018,,D03W,D,D03,45.5604414,-84.7048701,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.571834275,Quercus,14.2,93.32004671,kill,W
POGR,554,UMBS,28.7,L,OD,6/25/2018,,D03W,D,D03,45.5602664,-84.7049573,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.598157067,Populus,15.89,88.95471579,kill,W
POGR,512,UMBS,28.7,L,OD,6/25/2018,,D03W,D,D03,45.5605162,-84.7047933,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.598157067,Populus,15.89,88.95471579,kill,W
POGR,560,UMBS,28.4,L,OD,6/25/2018,,D03W,D,D03,45.5603102,-84.7050114,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.465916435,Populus,15.89,86.85341216,kill,W
POGR,566,UMBS,28.1,L,OD,6/25/2018,,D03W,D,D03,45.5603747,-84.7049111,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.335444933,Populus,15.89,84.78021999,kill,W
QURU,574,UMBS,28.1,L,OD,6/25/2018,shared base,D03W,D,D03,45.5604168,-84.704986,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.153311951,Quercus,14.2,87.37702971,live,W
POGR,550,UMBS,27.7,L,OD,6/25/2018,"in a new plot, 433",D03W,D,D03,45.5602824,-84.7049106,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.164225987,Populus,15.89,82.05955093,live,W
QURU,575,UMBS,27.5,L,OD,6/25/2018,"Shared base, in new plot 433",D03W,D,D03,45.5604537,-84.7049974,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.963075484,Quercus,14.2,84.67567187,live,W
POGR,577,UMBS,27,L,OD,6/25/2018,,D03W,D,D03,45.5603969,-84.7049135,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.872101503,Populus,15.89,77.41769289,live,W
POGR,532,UMBS,26.7,L,OD,6/25/2018,,D03W,D,D03,45.5602189,-84.7047075,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.749817068,Populus,15.89,75.47459321,live,W
QURU,508,UMBS,26.6,L,OD,6/25/2018,shared base,D03W,D,D03,45.5604705,-84.7048083,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.681251545,Quercus,14.2,80.67377194,live,W
POGR,537,UMBS,26.2,L,OD,6/25/2018,,D03W,D,D03,45.5602606,-84.7047656,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.54987224,Populus,15.89,72.2974699,live,W
POGR,545,UMBS,26.1,L,OD,6/25/2018,,D03W,D,D03,45.5603224,-84.7048257,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.510460858,Populus,15.89,71.67122304,live,W
PIST,533,UMBS,26,L,OS,6/25/2018,,D03W,D,D03,45.5602495,-84.704705,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.452349636,Pinus,12.5,18.15437045,live,W
POGR,553,UMBS,25.9,L,OD,6/25/2018,,D03W,D,D03,45.5602817,-84.704949,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.432214064,Populus,15.89,70.42788147,live,W
POGR,546,UMBS,24.3,L,OD,6/25/2018,,D03W,D,D03,45.5602736,-84.7048371,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.833699221,Populus,15.89,60.91748062,live,W
POGR,547,UMBS,24,L,OD,6/25/2018,,D03W,D,D03,45.5602599,-84.7048516,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.726870815,Populus,15.89,59.21997726,live,W
QURU,567,UMBS,24,L,OD,6/25/2018,,D03W,D,D03,45.560367,-84.7048987,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.891573618,Quercus,14.2,69.46034538,live,W
POGR,561,UMBS,23.9,L,OD,6/25/2018,,D03W,D,D03,45.5603634,-84.7050042,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.691636989,Populus,15.89,58.66011175,live,W
POGR,530,UMBS,23.9,L,OD,6/25/2018,,D03W,D,D03,45.5602403,-84.7046557,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.691636989,Populus,15.89,58.66011175,live,W
POGR,521,UMBS,23.2,L,OD,6/25/2018,,D03W,D,D03,45.5604128,-84.7045956,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.450237013,Populus,15.89,54.82426613,live,W
POGR,506,UMBS,23.1,L,OD,6/25/2018,,D03W,D,D03,45.5604132,-84.7048008,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.416496801,Populus,15.89,54.28813417,live,W
PIST,528,UMBS,22.6,L,OS,6/25/2018,,D03W,D,D03,45.5602948,-84.7046834,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.12584769,Pinus,12.5,14.07309612,live,W
POGR,524,UMBS,20.4,L,OD,6/25/2018,,D03W,D,D03,45.5603425,-84.7047174,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.574971313,Populus,15.89,40.91629416,live,W
POGR,579,UMBS,20.2,L,OD,6/25/2018,,D03W,D,D03,45.5603808,-84.704835,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.517897981,Populus,15.89,40.00939892,live,W
POGR,551,UMBS,19.7,L,OD,6/25/2018,,D03W,D,D03,45.5602584,-84.704891,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.378342676,Populus,15.89,37.79186512,live,W
POGR,576,UMBS,19.6,L,OD,6/25/2018,,D03W,D,D03,45.5604119,-84.7049278,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.350965882,Populus,15.89,37.35684786,live,W
POGR,569,UMBS,18.9,L,OD,6/25/2018,,D03W,D,D03,45.5603835,-84.7049371,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.164284597,Populus,15.89,34.39048225,live,W
POGR,505,UMBS,18.8,L,OD,6/25/2018,,D03W,D,D03,45.560377,-84.7047753,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.138320853,Populus,15.89,33.97791835,live,W
QURU,541,UMBS,18.1,L,OD,6/25/2018,,D03W,D,D03,45.5602176,-84.7047708,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.24461793,Quercus,14.2,46.07357461,live,W
POGR,570,UMBS,17.5,L,OD,6/25/2018,taken above DBH,D03W,D,D03,45.5604109,-84.7049568,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.81666699,Populus,15.89,28.86683848,live,W
QURU,556,UMBS,17.5,L,OS,6/25/2018,,D03W,D,D03,45.5602714,-84.7049547,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.089310768,Quercus,14.2,43.86821291,live,W
POGR,497,UMBS,16.1,L,OD,6/25/2018,,D03W,D,D03,45.5603724,-84.7048024,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.5027704,Populus,15.89,23.87902165,live,W
ACRU,573,UMBS,16,L,OS,6/25/2018,,D03W,D,D03,45.5603991,-84.7049918,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.667187856,Acer,19,50.67656926,live,W
